ann_return,ann_vol,sharpe,max_drawdown,hit_rate,avg_daily_turnover,avg_daily_cost_bps,gross_sharpe_before_costs,n_days
0.05491863517752971,0.04820189396552031,1.1393460019810424,-0.07602951538588254,0.4603174603174603,0.27823371806906755,2.0282046515907193,2.2855062611768866,756.0
