regime,ann_return,ann_vol,sharpe,max_drawdown,hit_rate,avg_daily_turnover,avg_daily_cost_bps,gross_sharpe_before_costs,n_days
calm,-0.04079929813095595,0.04494710287429797,-0.9077180846351312,-0.03256151627735915,0.41346153846153844,0.2805934656741108,2.044594224466113,0.22134132104336623,104.0
normal,-0.0007190266948404744,0.03767714567780938,-0.019083895074991253,-0.038842213801330905,0.3,0.202355816226784,1.4724945391723157,0.9837263000005462,110.0
stress,0.07850705804334845,0.051049027044182516,1.537875696933484,-0.06417818202844028,0.5085470085470085,0.29877668068192265,2.1839578995300837,2.7315423785871102,468.0
volatile,0.1566510075737324,0.050943044766097,3.075022474471037,-0.012342438103763897,0.5230769230769231,0.2934822167080232,2.1018187841396005,4.305779267106428,65.0
