ann_return,ann_vol,sharpe,max_drawdown,hit_rate,avg_daily_turnover,avg_daily_cost_bps,gross_sharpe_before_costs,n_days
0.07284159945200486,0.03452862809705245,2.109600162718976,-0.02798346547358399,0.49206349206349204,0.15924824597095064,1.0228420185149862,2.920061034639788,756.0
