slippage_bps,baseline_sharpe,improved_sharpe,baseline_avg_daily_cost_bps,improved_avg_daily_cost_bps
0.0,1.8069631079944282,2.53923410341558,0.8347011542072026,0.4777447379128518
2.0,1.4707417869985289,2.3237680281559334,1.4314529028989609,0.7502933782139191
4.0,1.1393460019810424,2.109600162718976,2.0282046515907193,1.0228420185149862
8.0,0.4909948151694254,1.6853055683264555,3.221708148974235,1.567939299117121
12.0,-0.13817050597771874,1.266637993529398,4.4152116463577515,2.1130365797192554
