regime,ann_return,ann_vol,sharpe,max_drawdown,hit_rate,avg_daily_turnover,avg_daily_cost_bps,gross_sharpe_before_costs,n_days
calm,0.0275607783935099,0.039173899972013114,0.7035495167241469,-0.02762815737791624,0.49038461538461536,0.1529984841373251,0.9958110627293233,1.3720819423681427,104.0
normal,-0.053686326905717396,0.02780269012395142,-1.930975983488295,-0.04092354071034543,0.3090909090909091,0.12610452502339756,0.8103383315956864,-1.2271026723876528,110.0
stress,0.0976013574609571,0.03422729382856307,2.8515651266448545,-0.017177542217326813,0.5384615384615384,0.17204054621347956,1.1018325289472466,3.7545325313577824,468.0
volatile,0.21790980673496785,0.03908090089724866,5.5758644691404475,-0.008635853944021554,0.5384615384615384,0.15528243420422605,0.9986057761637428,6.375856359265408,65.0
