ticker
AAPL
MSFT
NVDA
AMZN
META
GOOGL
GOOG
TSLA
AVGO
BRK-B
JPM
V
LLY
UNH
XOM
MA
COST
HD
PG
JNJ
ABBV
BAC
KO
NFLX
CRM
ORCL
AMD
CVX
PEP
TMO
ADBE
WMT
MRK
CSCO
MCD
ABT
ACN
LIN
GE
DIS
IBM
INTU
QCOM
TXN
AMGN
CAT
VZ
PM
NOW
ISRG
